"Card Name","Card ID","Short Card ID","Card URL","Board Name","Board ID","List Name","List ID","Members","Labels","Card Created Date","Due Date","Description","Checklist Items Total","Checklist Items Completed","Attachments","Location","Votes","Number of Comments","Last Activity Date"
"1.4. Implantação de indicadores de desempenho a todos os NIT;","647f9276f607754e7006f80d",11,"https://trello.com/c/s8iPBCte/11-14-implantação-de-indicadores-de-desempenho-a-todos-os-nit","Programa Em Rede - Ciclo 2","64624187bb4f9c38ba5d9d52","EAP - PLANO DE TRABALHO","647f926c7835d1d3242e6e1a","","ESTRUTURA DE APOIO - green_light","2023-06-06 17:09",,"1\.4. Implantação de indicadores de desempenho a todos os NIT;Utilização da pesquisa Fortec de Inovação (anual) / Apresentação dos indicadores / Preenchimento do formulário / Revisão do formulário

1

Análise dos dados e Relatório

NIT´s

---

[https://trello.com/c/FxFMh6Ay/49-reuni%C3%A3o-incaper-ifes-%C3%A9rika-leal](https://trello.com/c/FxFMh6Ay/49-reuni%C3%A3o-incaper-ifes-%C3%A9rika-leal ""smartCard-inline"")",,,"",,0,"0 comments","2024-03-01T17:35:28.449Z"
"1.5. Disponibilização de um repositório de documentos de apoio (de gestão ou relacionados com CT&I) e legislação  disponíveis em uma Plataforma Única.","647f927662236e3f21d6a1b7",12,"https://trello.com/c/ZsqRkhYM/12-15-disponibilização-de-um-repositório-de-documentos-de-apoio-de-gestão-ou-relacionados-com-cti-e-legislação-disponíveis-em-uma-p","Programa Em Rede - Ciclo 2","64624187bb4f9c38ba5d9d52","EAP - PLANO DE TRABALHO","647f926c7835d1d3242e6e1a","","ESTRUTURA DE APOIO - green_light","2023-06-06 17:09",,"1\.5. Disponibilização de um repositório de documentos de apoio (de gestão ou relacionados com CT&I) e legislação disponíveis em uma Plataforma Única.

1

Desenvolvimento de um banco de dados integrado para integrar com a Plataforma do Conhecimento

Em Rede",,,"",,0,"0 comments","2024-03-01T17:30:10.341Z"
"1.6. Apoio ao Fortalecimento das estruturas dos NIT.","647f927791c0f896425912d6",13,"https://trello.com/c/N3Y8fn2V/13-16-apoio-ao-fortalecimento-das-estruturas-dos-nit","Programa Em Rede - Ciclo 2","64624187bb4f9c38ba5d9d52","EAP - PLANO DE TRABALHO","647f926c7835d1d3242e6e1a","","ESTRUTURA DE APOIO - green_light","2023-06-06 17:09",,"1\.6. Apoio ao Fortalecimento das estruturas dos NIT.

Análises bimestrais dos formulários de acompanhamento mensais e cocriação de soluções a partir dos desafios mapeados

12

Formulários

Em Rede

---

[https://forms.gle/rWot5u9cnLt5WWv4A](https://forms.gle/rWot5u9cnLt5WWv4A ""‌"")",,,"",,0,"0 comments","2024-03-01T19:12:07.454Z"
"2.1 Definição de um Plano Estratégico conjunto dos NIT e um Planejamento Estratégico de Comunicação e Marketing;","647f927780084bb1e8251cc9",15,"https://trello.com/c/c8XO5h5K/15-21-definição-de-um-plano-estratégico-conjunto-dos-nit-e-um-planejamento-estratégico-de-comunicação-e-marketing","Programa Em Rede - Ciclo 2","64624187bb4f9c38ba5d9d52","EAP - PLANO DE TRABALHO","647f926c7835d1d3242e6e1a","","GESTÃO - blue","2023-06-06 17:09",,"2\.1 Definição de um Plano Estratégico conjunto dos NIT e um Planejamento Estratégico de Comunicação e Marketing; Definição de Modelo de Negócios e Mapa de Atores (mapeamento e plano de ação) / Definição de OKRs / Canvas de Marketing

2

Planejamento Estratégico e Planejamento de Marketing para 2024 e 2025 (revisão e atualização)

Em Rede

---",,,"",,0,"0 comments","2024-03-01T19:13:29.787Z"
"2.2. Mapeamento dos perfis e competências dos profissionais que atuam nos NIT;","647f92773767ceffc2d6f75c",18,"https://trello.com/c/UASPsIlY/18-22-mapeamento-dos-perfis-e-competências-dos-profissionais-que-atuam-nos-nit","Programa Em Rede - Ciclo 2","64624187bb4f9c38ba5d9d52","EAP - PLANO DE TRABALHO","647f926c7835d1d3242e6e1a","","GESTÃO - blue, ENTREGUE - orange_dark","2023-06-06 17:09",,"2\.2. Mapeamento dos perfis e competências dos profissionais que atuam nos NIT;

META - 1 Relatório com o mapeamento

Em Rede

Respostas do formulário: [https://docs.google.com/spreadsheets/d/13v3hdD5lUzwvLsqM_2Hn5bHacQZOTPDjebDt8DJhktg/edit?usp=sharing](https://docs.google.com/spreadsheets/d/13v3hdD5lUzwvLsqM_2Hn5bHacQZOTPDjebDt8DJhktg/edit?usp=sharing ""smartCard-inline"")",,,"",,0,"0 comments","2024-03-01T17:31:55.809Z"
"2.3. Apoio na Criação e implementação do Programa de Mentoria entre bolsistas;","647f9277d9e773bbca7fa15d",16,"https://trello.com/c/Mo63rU1P/16-23-apoio-na-criação-e-implementação-do-programa-de-mentoria-entre-bolsistas","Programa Em Rede - Ciclo 2","64624187bb4f9c38ba5d9d52","EAP - PLANO DE TRABALHO","647f926c7835d1d3242e6e1a","","GESTÃO - blue","2023-06-06 17:09",,"2\.3. Apoio na Criação e implementação do Programa de Mentoria entre bolsistas;

1

Plano de Mentorias de bolsistas

Em Rede

---

**A Ufes e o Ifes estão trabalhando com algo similar. Necessário entender e mapear as evidências.**

‌

Como fazer de forma integrada? Quais foram os aprendizados?",,,"",,0,"0 comments","2024-03-01T19:15:25.928Z"
"2.4. Integração entre as equipes dos NIT por meio de oficinas e projetos em conjunto;","647f9277d42875a1418ffcf1",17,"https://trello.com/c/UjeLxukY/17-24-integração-entre-as-equipes-dos-nit-por-meio-de-oficinas-e-projetos-em-conjunto","Programa Em Rede - Ciclo 2","64624187bb4f9c38ba5d9d52","EAP - PLANO DE TRABALHO","647f926c7835d1d3242e6e1a","","GESTÃO - blue","2023-06-06 17:09",,"2\.4. Integração entre as equipes dos NIT por meio de oficinas e projetos em conjunto;

4

(Oficinas de capacitações - atividade 1.1)

---

[https://trello.com/c/MMapA3ZZ/64-oficina-de-integra%C3%A7%C3%A3o-bolsistas-em-rede](https://trello.com/c/MMapA3ZZ/64-oficina-de-integra%C3%A7%C3%A3o-bolsistas-em-rede ""smartCard-inline"")",,,"",,0,"0 comments","2024-03-01T17:44:05.021Z"
"2.5. Elaboração de uma Plataforma Inteligente de Informações voltada para a Gestão de Conhecimento do  Programa em Rede;","647f92783f29335788eea9c5",19,"https://trello.com/c/w4ggLgfd/19-25-elaboração-de-uma-plataforma-inteligente-de-informações-voltada-para-a-gestão-de-conhecimento-do-programa-em-rede","Programa Em Rede - Ciclo 2","64624187bb4f9c38ba5d9d52","EAP - PLANO DE TRABALHO","647f926c7835d1d3242e6e1a","","GESTÃO - blue","2023-06-06 17:09",,"2\.5. Elaboração de uma Plataforma Inteligente de Informações voltada para a Gestão de Conhecimento do Programa em Rede;Bolsista com COLABORAÇÃO com professores da Ufes e Ifes/Serra.

1

Desenvolvimento de um protótipo funcional navegável - Plataforma do Conhecimento

Em Rede/ prof. Anilton

---

Atualizado: Será uma plataforma interativa com base na entrega >> [https://trello.com/c/ZsqRkhYM/12-15-disponibiliza%C3%A7%C3%A3o-de-um-reposit%C3%B3rio-de-documentos-de-apoio-de-gest%C3%A3o-ou-relacionados-com-cti-e-legisla%C3%A7%C3%A3o-dispon%C3%ADveis-em-uma-p](https://trello.com/c/ZsqRkhYM/12-15-disponibiliza%C3%A7%C3%A3o-de-um-reposit%C3%B3rio-de-documentos-de-apoio-de-gest%C3%A3o-ou-relacionados-com-cti-e-legisla%C3%A7%C3%A3o-dispon%C3%ADveis-em-uma-p ""smartCard-inline"")  (referência Guia de TTC no primeiro ciclo)",,,"",,0,"0 comments","2024-03-01T19:17:22.578Z"
"2.6. Alinhamentos com órgãos de controle;","647f9278dfdb23fc65b60a47",20,"https://trello.com/c/CN6sGgrK/20-26-alinhamentos-com-órgãos-de-controle","Programa Em Rede - Ciclo 2","64624187bb4f9c38ba5d9d52","EAP - PLANO DE TRABALHO","647f926c7835d1d3242e6e1a","","GESTÃO - blue","2023-06-06 17:09",,"2\.6. Alinhamentos com órgãos de controle;

NIT",,,"",,0,"0 comments","2024-03-01T17:33:47.022Z"
"2.7. Reuniões periódicas estratégicas integradas com as coordenações dos NIT.","647f9278ffb8092f982f39b6",21,"https://trello.com/c/bJWPPLIU/21-27-reuniões-periódicas-estratégicas-integradas-com-as-coordenações-dos-nit","Programa Em Rede - Ciclo 2","64624187bb4f9c38ba5d9d52","EAP - PLANO DE TRABALHO","647f926c7835d1d3242e6e1a","","GESTÃO - blue","2023-06-06 17:09",,"2\.7. Reuniões periódicas estratégicas integradas com as coordenações dos NIT.

Reuniões bimestrais ordinárias

12

Registros das reuniões na plataforma Trello

Em Rede

‌

---

entregas:

[https://trello.com/c/WgT0k91m/1-reuni%C3%A3o-de-alinhamento-e-apresenta%C3%A7%C3%A3o-do-segundo-ciclo-com-a-presen%C3%A7a-dos-nits](https://trello.com/c/WgT0k91m/1-reuni%C3%A3o-de-alinhamento-e-apresenta%C3%A7%C3%A3o-do-segundo-ciclo-com-a-presen%C3%A7a-dos-nits ""smartCard-inline"")

[https://trello.com/c/dJaAgG2R/37-reuni%C3%A3o-do-plano-de-trabalho](https://trello.com/c/dJaAgG2R/37-reuni%C3%A3o-do-plano-de-trabalho ""smartCard-inline"")

[https://trello.com/c/9XsTMDkM/43-reuni%C3%A3o-dos-coordenadores](https://trello.com/c/9XsTMDkM/43-reuni%C3%A3o-dos-coordenadores ""smartCard-inline"")

[https://trello.com/c/lCqbNxLw/51-reuni%C3%A3o-bimestral-com-coordenadores](https://trello.com/c/lCqbNxLw/51-reuni%C3%A3o-bimestral-com-coordenadores ""smartCard-inline"")

[https://trello.com/c/9y7TWkgj/58-reuni%C3%A3o-bimestral-com-coordenadores-dez-23](https://trello.com/c/9y7TWkgj/58-reuni%C3%A3o-bimestral-com-coordenadores-dez-23 ""smartCard-inline"")

[https://trello.com/c/orvNClQS/62-reuni%C3%A3o-coordenadores-10-01-2024](https://trello.com/c/orvNClQS/62-reuni%C3%A3o-coordenadores-10-01-2024 ""smartCard-inline"")",,,"",,0,"0 comments","2024-03-01T17:42:36.530Z"
"3.1. Apoio para a Implantação de um Plano de Captação de Recursos e patrocínios de projetos, eventos,  internacionalização e premiações;","647f9279bcab62dd56bbfa39",26,"https://trello.com/c/aDkplrKi/26-31-apoio-para-a-implantação-de-um-plano-de-captação-de-recursos-e-patrocínios-de-projetos-eventos-internacionalização-e-premiaçõ","Programa Em Rede - Ciclo 2","64624187bb4f9c38ba5d9d52","EAP - PLANO DE TRABALHO","647f926c7835d1d3242e6e1a","","SUSTENTABILIDADE - yellow","2023-06-06 17:09",,"3\.1. Apoio para a Implantação de um Plano de Captação de Recursos e patrocínios de projetos, eventos, internacionalização e premiações;Levantamento de editais, fontes de financiamento e potenciais patrocinadores.

1

Plano de Captação de Recursos atrelado ao Planejamento Estratégico

Em Rede

---

Referência: Calendário de Eventos / Termos de Cooperação - quais eventos teremos para captação e parcerias?",,,"",,0,"0 comments","2024-03-01T19:21:06.011Z"
"3.2. Apoio no planejamento de prospecção ativa de parceiros do setor privado para a captação de projetos;","647f92780552361a19c77023",22,"https://trello.com/c/5KUIFIdO/22-32-apoio-no-planejamento-de-prospecção-ativa-de-parceiros-do-setor-privado-para-a-captação-de-projetos","Programa Em Rede - Ciclo 2","64624187bb4f9c38ba5d9d52","EAP - PLANO DE TRABALHO","647f926c7835d1d3242e6e1a","","SUSTENTABILIDADE - yellow","2023-06-06 17:09",,"3\.2. Apoio no planejamento de prospecção ativa de parceiros do setor privado para a captação de projetos; Levantamento de potenciais empresas para projetos U-E.

1 (incluso no Planejamento Estratégico e no Plano de Captação)

Em Rede

---

EM REDE - UVV (nada confirmado)",,,"",,0,"0 comments","2024-03-01T19:26:26.529Z"
"3.3. Fomentar e viabilizar a Transferência de Tecnologia dos NIT;","647f9278fc82b92784076715",23,"https://trello.com/c/hz9sy0WP/23-33-fomentar-e-viabilizar-a-transferência-de-tecnologia-dos-nit","Programa Em Rede - Ciclo 2","64624187bb4f9c38ba5d9d52","EAP - PLANO DE TRABALHO","647f926c7835d1d3242e6e1a","","SUSTENTABILIDADE - yellow","2023-06-06 17:09",,"3\.3. Fomentar e viabilizar a Transferência de Tecnologia dos NIT;Elaborar vitrines tecnológicas, Rodadas de Negócio.

1 (incluso no Planejamento Estratégico e no Plano de Marketing)

Em Rede

---

[https://trello.com/c/mK0Ins9W/10-13-suporte-na-elabora%C3%A7%C3%A3o-de-estudos-de-prospec%C3%A7%C3%A3o-tecnol%C3%B3gica-nas-%C3%A1reas-de-maior-potencialidade-dos-nit](https://trello.com/c/mK0Ins9W/10-13-suporte-na-elabora%C3%A7%C3%A3o-de-estudos-de-prospec%C3%A7%C3%A3o-tecnol%C3%B3gica-nas-%C3%A1reas-de-maior-potencialidade-dos-nit ""smartCard-inline"")",,,"",,0,"0 comments","2024-03-01T19:24:29.003Z"
"4.1. Fortalecimento do Relacionamento Institucional com atores da Gestão Pública (municipal e estadual)","647f9278e8a831a75cdc5998",24,"https://trello.com/c/rzg3CuLJ/24-41-fortalecimento-do-relacionamento-institucional-com-atores-da-gestão-pública-municipal-e-estadual","Programa Em Rede - Ciclo 2","64624187bb4f9c38ba5d9d52","EAP - PLANO DE TRABALHO","647f926c7835d1d3242e6e1a","","ALIANÇAS ESTRATÉGICAS - red","2023-06-06 17:09",,"4\.1. Fortalecimento do Relacionamento Institucional com atores da Gestão Pública (municipal e estadual)

2

Reuniões institucionais para apresentação dos resultados e novas ações com representantes dos setores de inovação, tecnologia e desenvolvimento com os NIT´s de acordo com o Planejamento Estratégico, Plano de Captação de Recursos e Alianças Estratégicas

NIT

---

EM REDE - Secti (participação no evento em VV)",,,"",,0,"0 comments","2024-04-25T23:39:58.245Z"
"4.2. Fortalecimento do Relacionamento Institucional com atores do setor privado;","647f9279ead927876337494d",25,"https://trello.com/c/Niau1iKJ/25-42-fortalecimento-do-relacionamento-institucional-com-atores-do-setor-privado","Programa Em Rede - Ciclo 2","64624187bb4f9c38ba5d9d52","EAP - PLANO DE TRABALHO","647f926c7835d1d3242e6e1a","","ALIANÇAS ESTRATÉGICAS - red","2023-06-06 17:09",,"4\.2. Fortalecimento do Relacionamento Institucional com atores do setor privado;

2

Reuniões institucionais de todos os NIT´s para apresentação dos resultados e novas ações com atores mapeados no Planejamento Estratégico, Plano de Captação de Recursos e Alianças Estratégicas

NIT",,,"",,0,"0 comments","2024-03-01T17:39:09.285Z"
"4.3. Representação única do Programa em grupos e reuniões do ecossistema de inovação capixaba e nacional;","647f9279ccc00a8597b59990",27,"https://trello.com/c/yh92sCq6/27-43-representação-única-do-programa-em-grupos-e-reuniões-do-ecossistema-de-inovação-capixaba-e-nacional","Programa Em Rede - Ciclo 2","64624187bb4f9c38ba5d9d52","EAP - PLANO DE TRABALHO","647f926c7835d1d3242e6e1a","","ALIANÇAS ESTRATÉGICAS - red","2023-06-06 17:09",,"4\.3. Representação única do Programa em grupos e reuniões do ecossistema de inovação capixaba e nacional; Participação dos coordenadores dos NIT´s nos espaços

Apresentação institucional do Programa Em Rede com principais resultados e entregas dos dois ciclos - PDF e PPT

NIT

---

Quais participações aconteceram dos NITs?",,,"",,0,"0 comments","2024-03-01T19:27:43.103Z"
"4.4. Realização de eventos de integração com o ecossistema regional, focando na interiorização de ações em regiões do Espírito Santo;","647f927985682b2717e1c9e7",29,"https://trello.com/c/HSVRKunb/29-44-realização-de-eventos-de-integração-com-o-ecossistema-regional-focando-na-interiorização-de-ações-em-regiões-do-espírito-sant","Programa Em Rede - Ciclo 2","64624187bb4f9c38ba5d9d52","EAP - PLANO DE TRABALHO","647f926c7835d1d3242e6e1a","","ALIANÇAS ESTRATÉGICAS - red","2023-06-06 17:09",,"4\.4. Realização de eventos de integração com o ecossistema regional, focando na interiorização de ações em regiões do Espírito Santo;

2 Realização de 02 eventos (norte e sul)

NIT

---

- Lançamento do ELI em Aracruz (UFES, IFES, Em Rede)",,,"",,0,"0 comments","2024-03-01T19:28:30.271Z"
"4.5. Criação de iniciativas conjuntas com instituições como o Sebrae e a Agência de Desenvolvimento das Micro e  Pequenas Empresas e do Empreendedorismo (Aderes);","647f927925c5c9a083bfd5da",30,"https://trello.com/c/GGQ5291F/30-45-criação-de-iniciativas-conjuntas-com-instituições-como-o-sebrae-e-a-agência-de-desenvolvimento-das-micro-e-pequenas-empresas","Programa Em Rede - Ciclo 2","64624187bb4f9c38ba5d9d52","EAP - PLANO DE TRABALHO","647f926c7835d1d3242e6e1a","","ALIANÇAS ESTRATÉGICAS - red","2023-06-06 17:09",,"4\.5. Criação de iniciativas conjuntas com instituições como o Sebrae e a Agência de Desenvolvimento das Micro e Pequenas Empresas e do Empreendedorismo (Aderes);

4

Participação em eventos realizados pelo Sebrae e Aderes

NIT

---

Plano para 2024? ESX?",,,"",,0,"0 comments","2024-03-01T19:29:16.657Z"
"4.6. Realização de viagens nacionais e internacionais para imersões e construção de termos de cooperação e  parcerias;","647f927ad3760ca426acc510",33,"https://trello.com/c/pnr6RFnl/33-46-realização-de-viagens-nacionais-e-internacionais-para-imersões-e-construção-de-termos-de-cooperação-e-parcerias","Programa Em Rede - Ciclo 2","64624187bb4f9c38ba5d9d52","EAP - PLANO DE TRABALHO","647f926c7835d1d3242e6e1a","","ALIANÇAS ESTRATÉGICAS - red","2023-06-06 17:09",,"4\.6. Realização de viagens nacionais e internacionais para imersões e construção de termos de cooperação e parcerias;

NIT

‌

---

Incaper - aprovação de um trabalho em conjunto com o México

Avaliar os recursos do Em Rede (Agifes)",,,"",,0,"0 comments","2024-03-01T19:32:20.325Z"
"5.1 Preparação do Relatório de Prestação de Contas Técnico","647f9279a0d05a1a839d6759",31,"https://trello.com/c/qHxbpgyU/31-51-preparação-do-relatório-de-prestação-de-contas-técnico","Programa Em Rede - Ciclo 2","64624187bb4f9c38ba5d9d52","EAP - PLANO DE TRABALHO","647f926c7835d1d3242e6e1a","","ENCERRAMENTO - pink_dark","2023-06-06 17:09",,"5\.1 Preparação do Relatório de Prestação de Contas Técnico

2

Relatório de Prestação de Contas Técnico

NIT",,,"",,0,"0 comments","2024-03-01T17:40:28.587Z"
"5.2. Preparação do Relatório de Prestação de Contas Financeiro","647f927ae39381a079b0c3db",32,"https://trello.com/c/O0ic71gF/32-52-preparação-do-relatório-de-prestação-de-contas-financeiro","Programa Em Rede - Ciclo 2","64624187bb4f9c38ba5d9d52","EAP - PLANO DE TRABALHO","647f926c7835d1d3242e6e1a","","ENCERRAMENTO - pink_dark","2023-06-06 17:09",,"5\.2. Preparação do Relatório de Prestação de Contas Financeiro

2

Relatório de Prestação de Contas Financeiro

NIT",,,"",,0,"0 comments","2024-03-01T17:40:42.114Z"
"5.3. Encerramento do programa","647f927aae41c66364d045b6",34,"https://trello.com/c/Npul17Pr/34-53-encerramento-do-programa","Programa Em Rede - Ciclo 2","64624187bb4f9c38ba5d9d52","EAP - PLANO DE TRABALHO","647f926c7835d1d3242e6e1a","","ENCERRAMENTO - pink_dark","2023-06-06 17:09",,"5\.3. Encerramento do programa

1

Evento de encerramento

NIT",,,"",,0,"0 comments","2024-03-01T19:32:41.428Z"
"Reunião de alinhamento e apresentação do segundo ciclo com a presença dos NITs - MAI/23","646245f889b6c7fecb744780",1,"https://trello.com/c/WgT0k91m/1-reunião-de-alinhamento-e-apresentação-do-segundo-ciclo-com-a-presença-dos-nits-mai-23","Programa Em Rede - Ciclo 2","64624187bb4f9c38ba5d9d52","REUNIÕES CONJUNTAS","646242624e991c6365b4bcc6","","","2023-05-15 11:47","2023-05-11","",,,"image.png : https://trello.com/1/cards/646245f889b6c7fecb744780/attachments/64624bb637061d3161de22b1/download/image.png",,0,"0 comments","2025-04-10T17:10:02.805Z"
"Reunião do Plano de Trabalho - jun/23","648b5180e07fad2f3fffcc3d",37,"https://trello.com/c/dJaAgG2R/37-reunião-do-plano-de-trabalho-jun-23","Programa Em Rede - Ciclo 2","64624187bb4f9c38ba5d9d52","REUNIÕES CONJUNTAS","646242624e991c6365b4bcc6","Cecilia Hasner, Gabriel T.","","2023-06-15 14:59","2023-06-15","Pauta:

- Plano de Trabalho
- Cronograma de Metas e Entregas
- Formulário de Acompanhamento Mensal
- Assuntos Gerais: formulário sobre perfis dos bolsistas",,,"image.png : https://trello.com/1/cards/648b5180e07fad2f3fffcc3d/attachments/648b51909c7db8b7577367f5/download/image.png",,0,"0 comments","2024-10-14T14:20:03.623Z"
"Reunião dos Coordenadores - AGO/23","64e78f2d2209d5a9460758db",43,"https://trello.com/c/9XsTMDkM/43-reunião-dos-coordenadores-ago-23","Programa Em Rede - Ciclo 2","64624187bb4f9c38ba5d9d52","REUNIÕES CONJUNTAS","646242624e991c6365b4bcc6","Cecilia Hasner, Programa Em Rede","","2023-08-24 14:11","2023-08-24","_Pauta:_

1. Metas do Plano de Trabalho e cronograma de ações
2. Eventos e novas capacitações para este ano;
3. Dar visibilidade aos indicadores de desempenho dos NITs e do apoio da Fapes em sites oficiais
4. Participação do Ecosistema Local de Inovação no Interior

_Descrição dos pontos abordados:_

- Parcerias com Fiocruz para biomodeladores
- Chile - Universidad La Frontera (contato do José Aires) e Hubtec
- CPID - parceria voltada no eixo de sustentabilidade financeira e eventos, mas precisaria melhorar a gestão!
- BID e Banco Mundial - parcerias com o Estado (acompanhar o andamento destas iniciativas)
- UVV - integração com evento para estimular a instalação do NIT
- Capacitação com Ricardo Yogui
- Apoio para Estudos de Prospecção
- Reunião sobre Planejamento dos NITs e ver como integrar com demais em um evento;
- Capacitar “Agentes de Inovação” ou “Centros de Inovação” na interiorização, (problema de pessoas, tempo, esfera política), o Incaper tem parcerias com Ifes em Venda Nova, no norte com Ufes e também com parcerias com setor privado;
- Possibilidades para essa capacitação: pensar na agenda, conteúdo e parceiros: Cecilia, Ifes, Ufes, Incaper e chamar o INPI Regional;
- NIPI - núcleo de inovação do campi Vitória do Ifes também serve de referência;
- Preparar um Folder/e-book/cartilha - sensibilização para técnicos, professores etc, sobre esses Centros de Inovação e importância do papel dos NITs;
- A capacitação deve ser realizado PRIMEIRO pelos gestores dos NITs, até para compreenderem a implementação da Lei de Inovação - entendimento com o jurídico;

_Encaminhamento:_

1. Conteúdo das capacitações - Cecilia
2. Acompanhamento da parceria do Governo do ES com o Banco Mundial - José Aires (Incaper) - Pedro Carvalho da Seag
3. Contatos no Chile - Cecilia (Parcerias
4. Fiocruz - parceria
5. Oficina com bolsista - Gabriel",,,"image.png : https://trello.com/1/cards/64e78f2d2209d5a9460758db/attachments/64e79445c1367c2e274b2317/download/image.png
image.png : https://trello.com/1/cards/64e78f2d2209d5a9460758db/attachments/64e79a3d0ad905ca6ba861ba/download/image.png",,0,"0 comments","2025-04-10T17:10:02.820Z"
"Reunião Incaper _ Ifes (Érika Leal) - OUT/23","6523fb8f3a167700ad6e8498",49,"https://trello.com/c/FxFMh6Ay/49-reunião-incaper-ifes-érika-leal-out-23","Programa Em Rede - Ciclo 2","64624187bb4f9c38ba5d9d52","REUNIÕES CONJUNTAS","646242624e991c6365b4bcc6","Cecilia Hasner","","2023-10-09 10:09","2023-10-09","**Pauta**: Reunião com a equipe do Ifes e Incaper sobre indicadores de desempenho dos NITs utilizados na Pesquisa do Fortec Inovação e da literatura

**Participantes**: Érika Leal, Merielem Frasson, José Salazar Zanuncio, José Aires Ventura, Michilli Pozzmozer

**Encaminhamentos**:

1. Quais as melhores métricas para avaliar NIT INCAPER?
2. Quais NITs no Brasil são similares ao NIT INCAPER?
3. Como estamos em relação aos NITs similares no Brasil?
4. Como medimos essa assistência técnica?

O Incaper desenvolveu o Sistema Siater - Sistema Informatizado de ATER (Assistência Técnica).

Fazer um benchmark com modelos de Santa Catarina - Epagri, o Nit do Ipa e Epamig. A Embrapa também pode servir de benchmark. A FAO tem um trabalho sobre isso.

Produtor rural / (Estabelecimentos Rurais) tem registro, mas não possui CNPJ, e eles seriam como MICRO EMPRESA. Teria que buscar na literatura.

Crédito Rural dos bancos também servem de indicador, e todos são atestados pelo Incaper.

Para o curto prazo, serão utilizados os dados dos relatórios anuais da Incaper: [https://incaper.es.gov.br/relatorio-anual](https://incaper.es.gov.br/relatorio-anual ""‌"")",,,"image.png : https://trello.com/1/cards/6523fb8f3a167700ad6e8498/attachments/6523fc6a6c09f1c9a9ebb78c/download/image.png",,0,"1 comments","2025-04-10T17:10:03.234Z"
"Reunião Bimestral com Coordenadores - OUT/23","6526d212b093b44fede75ca4",51,"https://trello.com/c/lCqbNxLw/51-reunião-bimestral-com-coordenadores-out-23","Programa Em Rede - Ciclo 2","64624187bb4f9c38ba5d9d52","REUNIÕES CONJUNTAS","646242624e991c6365b4bcc6","Cecilia Hasner, Gabriel T.","","2023-10-11 13:49","2023-10-11","**Pauta da Reunião:**

1. Acompanhamento Mensal (gráficos)
2. Dinâmica dos Bolsistas - Gabriel
3. Desdobramento da capacitação Prospecção - Ifes
4. Minuta do curso
5. Evento da Semana C&T - dia 31/10
6. Planejamento Estratégico 2024
7. Internacionalização - e-mail institucional e histórico de colaboração formal e informal
8. Assuntos Gerais

**Discussão e encaminhamento**:

1. responder o Acompanhamento dos NITs de forma MENSAL, compartilhar o Drive do Em Rede para facilitar o encaminhamento de EVIDÊNCIAS nos acompanhamentos mensais. Ademais, foi solicitado de inserir suplentes no grupo de coordenadores.
2. Dinâmica dos bolsistas: participação de pelo menos 2 bolsistas por NIT, e o principal objetivo era integração e desafios. Comunicação e processo são os mais importantes para trabalhar. Será abordado durante o planejamento estratégico.
3. Prospecção - envolvimento de servidor e convite para bolsistas
4. Minuta - será compartilhado e já houveram boas contribuições de inclusão de tema e carga horária.
5. Planejamento Estratégico - foco dentro do Em Rede
6. Internacionalização - solicitação de histórico de cooperação e artigos conjuntos e demandas (pesquisa, capacitação, missão etc.)

![image.png](https://trello.com/1/cards/6526d212b093b44fede75ca4/attachments/6526d819434384b5e115ec82/download/image.png)

![image.png](https://trello.com/1/cards/6526d212b093b44fede75ca4/attachments/6526e649e5da91f2f54e8775/download/image.png)",,,"image.png : https://trello.com/1/cards/6526d212b093b44fede75ca4/attachments/6526d819434384b5e115ec82/download/image.png
image.png : https://trello.com/1/cards/6526d212b093b44fede75ca4/attachments/6526e649e5da91f2f54e8775/download/image.png",,0,"0 comments","2025-04-10T17:10:03.236Z"
